Adam_loss,Adam_acc,AdaGrad_loss,AdaGrad_acc,RMSProp_loss,RMSProp_acc,SGD_momentum_loss,SGD_momentum_acc
0.8675289750099182,0.9081500172615051,6.008305549621582,0.5652833580970764,0.7787604928016663,0.8954166769981384,2.8773040771484375,0.7670333385467529
0.09520787745714188,0.9720166921615601,1.4414666891098022,0.7879666686058044,0.11376716196537018,0.9675166606903076,0.2533235251903534,0.929016649723053
0.05877144634723663,0.9821333289146423,0.997595489025116,0.8319833278656006,0.07256744801998138,0.9783666729927063,0.1660323292016983,0.9510499835014343
0.04238797724246979,0.9861000180244446,0.7905263304710388,0.8564500212669373,0.054680828005075455,0.9831333160400391,0.1305069625377655,0.960183322429657
0.04066642001271248,0.9877166748046875,0.6699315309524536,0.8712000250816345,0.0435599647462368,0.9861999750137329,0.10368117690086365,0.968999981880188
0.03141854330897331,0.9897666573524475,0.5854483246803284,0.8828499913215637,0.03782268241047859,0.9885333180427551,0.08927447348833084,0.9726666808128357
0.034019533544778824,0.9894166588783264,0.524933934211731,0.8906833529472351,0.03384929522871971,0.9900500178337097,0.07790059596300125,0.9764666557312012
0.03137894347310066,0.9897833466529846,0.4777967631816864,0.8959166407585144,0.029662635177373886,0.9908999800682068,0.06890974193811417,0.9786499738693237
0.02874625287950039,0.9906833171844482,0.4406548738479614,0.902483344078064,0.028483767062425613,0.9914833307266235,0.06408277153968811,0.9803500175476074
0.025204069912433624,0.9924166798591614,0.4100927412509918,0.9070166945457458,0.02636311762034893,0.9922500252723694,0.05837245658040047,0.982450008392334
0.023831265047192574,0.9924666881561279,0.3840502202510834,0.9112499952316284,0.02623911015689373,0.9928666949272156,0.05430052801966667,0.9830666780471802
0.02532166987657547,0.9920833110809326,0.3626658618450165,0.9150500297546387,0.0243782140314579,0.9933333396911621,0.049579668790102005,0.9843999743461609
0.02448946051299572,0.9924833178520203,0.3447939157485962,0.9183666706085205,0.021413305774331093,0.9938499927520752,0.04624352976679802,0.985966682434082
0.020304298028349876,0.9937666654586792,0.32883673906326294,0.9211833477020264,0.022745274007320404,0.9936833381652832,0.0407203733921051,0.9869999885559082
0.025186937302350998,0.9925000071525574,0.31364506483078003,0.9237666726112366,0.02139100432395935,0.9944333434104919,0.04089108854532242,0.9869333505630493
0.01997135393321514,0.9937999844551086,0.3008088171482086,0.9256500005722046,0.01979307271540165,0.9944833517074585,0.035383157432079315,0.9889166951179504
0.020880600437521935,0.9938666820526123,0.2896938920021057,0.9279833436012268,0.019505668431520462,0.9949166774749756,0.03409326449036598,0.989300012588501
0.021220194175839424,0.993399977684021,0.2796573340892792,0.9301666617393494,0.021829599514603615,0.9945166707038879,0.03164876252412796,0.9896166920661926
0.0181961040943861,0.9948166608810425,0.2702264189720154,0.9313666820526123,0.020295381546020508,0.9950166940689087,0.029498057439923286,0.9901666641235352
0.015765169635415077,0.9954166412353516,0.2619892656803131,0.9338833093643188,0.019912337884306908,0.995033323764801,0.02747235633432865,0.9915666580200195
